consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
POISON-023,Véu da Noite,Véu da Noite | Excelente,Excelente,Veneno,Debilitante,,1d6 + 18 minutos,"Cega, temporariamente, o alvo.",,1200,0.2,"
- Um pó finíssimo de coloração cinza-pálida com reflexos opalescentes, quase imperceptíveis, que lembram poeria de vidro moído.
- Quando agitado, forma uma névoa leve e difusa que parece apagar os contornos ao redor, como se a própria luz hesitasse em atravessá-la.
- Possui um aroma seco e mineral, com um leve traço amargo que permanece no fundo das narinas.
- Ao ser ingerido ou inalado, não provoca dor imediata, apenas uma sensação estranha de pressão atrás dos olhos, seguida por lacrimejamento e uma turvação crescente da visão. Em poucos instantes, cores desbotam, formas se dissolvem e o mundo é engolido por uma escuridão leitosa e temporária.","
- O alvo deve realizar um teste de HT -5.
- Em caso de falha, sofre a condição de Cegueira.
- Em caso de sucesso sofre -9 em testes de visão.
- Em caso de falha crítica, estende a duração em 1d6 + 18 minutos.","Aspirado, Ingestão, Injetável",
POISON-024,Véu da Noite,Véu da Noite | Obra-Prima,Obra-Prima,Veneno,Debilitante,,1d6 + 24 minutos,"Cega, temporariamente, o alvo.",,1500,0.1,"
- Um pó finíssimo de coloração cinza-pálida com reflexos opalescentes, quase imperceptíveis, que lembram poeria de vidro moído.
- Quando agitado, forma uma névoa leve e difusa que parece apagar os contornos ao redor, como se a própria luz hesitasse em atravessá-la.
- Possui um aroma seco e mineral, com um leve traço amargo que permanece no fundo das narinas.
- Ao ser ingerido ou inalado, não provoca dor imediata, apenas uma sensação estranha de pressão atrás dos olhos, seguida por lacrimejamento e uma turvação crescente da visão. Em poucos instantes, cores desbotam, formas se dissolvem e o mundo é engolido por uma escuridão leitosa e temporária.","
- O alvo deve realizar um teste de HT -6.
- Em caso de falha, sofre a condição de Cegueira.
- Em caso de sucesso sofre -10 em testes de visão.
- Em caso de falha crítica, estende a duração em 1d6 + 24 minutos.","Aspirado, Ingestão, Injetável",
POISON-025,Hera Venenosa,Hera Venenosa | Comum,Comum,Veneno,Ofensivo,,Variável,"Adiciona +1 de dano, pós RD.",,150,0.5,"
- Uma pasta espessa de coloração verde-escura quase negra, com veios mais claros que lembram as nervuras de uma folha sob a luz do Sol.
- Seu brilho é oleoso, viscoso, aderindo facilemte a lâminas, pontas de felchas e virotes, onde permane como um verniz traiçoeiro.
- Quando recém-aplicada, exala um aroma vegetal intenso - fresco à primeira impressão, mas com um fundo amargo e irritante que arde levemente as narinas.
- Uma vez nos feriemntos, infiltra-se nos tecidos como se criasse raízes invisíveis, inflamando a carne ao redor da lesão e ampliando a dor de cada golpe que a carrega.","
- Em golpes de balanço (Contusão e Corte) a duração é de 3 Golpes.
- Em golpes de perfuração e armas de longa distância, é de uso único, entretanto o dano do veneno é x2.","Ingestão, Injetável",
POISON-026,Hera Venenosa,Hera Venenosa | Boa,Boa,Veneno,Ofensivo,,Variável,"Adiciona +2 de dano, pós RD.",,300,0.4,"
- Uma pasta espessa de coloração verde-escura quase negra, com veios mais claros que lembram as nervuras de uma folha sob a luz do Sol.
- Seu brilho é oleoso, viscoso, aderindo facilemte a lâminas, pontas de felchas e virotes, onde permane como um verniz traiçoeiro.","
- Em armas corpo-a-corpo a duração é de 4 Golpes.
- Em armas de longa distância, é de uso único, entretanto o dano do veneno é x2.","Ingestão, Injetável",
POISON-027,Hera Venenosa,Hera Venenosa | Superior,Superior,Veneno,Ofensivo,,Variável,"Adiciona +3 de dano, pós RD.",,450,0.3,"
- Uma pasta espessa de coloração verde-escura quase negra, com veios mais claros que lembram as nervuras de uma folha sob a luz do Sol.
- Seu brilho é oleoso, viscoso, aderindo facilemte a lâminas, pontas de felchas e virotes, onde permane como um verniz traiçoeiro.","
- Em armas corpo-a-corpo a duração é de 5 Golpes.
- Em armas de longa distância, é de uso único, entretanto o dano do veneno é x2.","Ingestão, Injetável",
POISON-028,Hera Venenosa,Hera Venenosa | Excelente,Excelente,Veneno,Ofensivo,,Variável,"Adiciona +4 de dano, pós RD.",,600,0.2,"
- Uma pasta espessa de coloração verde-escura quase negra, com veios mais claros que lembram as nervuras de uma folha sob a luz do Sol.
- Seu brilho é oleoso, viscoso, aderindo facilemte a lâminas, pontas de felchas e virotes, onde permane como um verniz traiçoeiro.","
- Em armas corpo-a-corpo a duração é de 6 Golpes.
- Em armas de longa distância, é de uso único, entretanto o dano do veneno é x2.","Ingestão, Injetável",
POISON-029,Hera Venenosa,Hera Venenosa | Obra-Prima,Obra-Prima,Veneno,Ofensivo,,Variável,"Adiciona +5 de dano, pós RD.",,750,0.1,"
- Uma pasta espessa de coloração verde-escura quase negra, com veios mais claros que lembram as nervuras de uma folha sob a luz do Sol.
- Seu brilho é oleoso, viscoso, aderindo facilemte a lâminas, pontas de felchas e virotes, onde permane como um verniz traiçoeiro.","
- Em armas corpo-a-corpo a duração é de 7 Golpes.
- Em armas de longa distância, é de uso único, entretanto o dano do veneno é x3.","Ingestão, Injetável",
ELEXIR-000,Elixir do Touro,Elixir do Touro | Comum,Comum,Elixir,Manipulação de Atributos,,6 Horas,"Aumenta a ST do usuário, temporariamente, em +1.",20.0,200,0.8,"
- Um líquido denso de tonalidade âmbar profunda com reflexos acobreados que lembram couro aquecido e madeira antiga.
- Quando o frasco é movimentado, o conteúdo se desloca com peso evidente, formando ondas lentas e espessas que demoram a se dissipar. Pequenas partículas mais escuras permanecem suspensas, como sedimentos ricos em potência física
- O aroma é forte e terroso — couro, raízes esmagadas e um leve traço metálico que sugere vigor bruto. Ao ser ingerido, a sensação é imediata e intensa: o corpo parece ganhar massa e presença, músculos se tensionam com facilidade e a respiração se torna profunda e pesada.
- Cada movimento carrega potência adicional, como se a força do usuário fosse ampliada além de seus limites naturais.
- Quando o efeito se dissipa, essa potência recua abruptamente, deixando uma sensação clara de esforço acumulado e peso residual nos membros.","
- O bônus afeta testes de ST, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de ST igual a 1 por 18 Horas.",,
ELEXIR-001,Elixir do Touro,Elixir do Touro | Boa,Boa,Elixir,Manipulação de Atributos,,9 Horas,"Aumenta a ST do usuário, temporariamente, em +1.",16.0,400,0.7,"
- Um líquido denso de tonalidade âmbar profunda com reflexos acobreados que lembram couro aquecido e madeira antiga.
- Quando o frasco é movimentado, o conteúdo se desloca com peso evidente, formando ondas lentas e espessas que demoram a se dissipar. Pequenas partículas mais escuras permanecem suspensas, como sedimentos ricos em potência física
- O aroma é forte e terroso — couro, raízes esmagadas e um leve traço metálico que sugere vigor bruto. Ao ser ingerido, a sensação é imediata e intensa: o corpo parece ganhar massa e presença, músculos se tensionam com facilidade e a respiração se torna profunda e pesada.
- Cada movimento carrega potência adicional, como se a força do usuário fosse ampliada além de seus limites naturais.
- Quando o efeito se dissipa, essa potência recua abruptamente, deixando uma sensação clara de esforço acumulado e peso residual nos membros.","
- O bônus afeta testes de ST, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de ST igual a 1 por 12 Horas.",,
ELEXIR-002,Elixir do Touro,Elixir do Touro | Superior,Superior,Elixir,Manipulação de Atributos,,12 Horas,"Aumenta a ST do usuário, temporariamente, em +1.",12.0,800,0.6,"
- Um líquido denso de tonalidade âmbar profunda com reflexos acobreados que lembram couro aquecido e madeira antiga.
- Quando o frasco é movimentado, o conteúdo se desloca com peso evidente, formando ondas lentas e espessas que demoram a se dissipar. Pequenas partículas mais escuras permanecem suspensas, como sedimentos ricos em potência física
- O aroma é forte e terroso — couro, raízes esmagadas e um leve traço metálico que sugere vigor bruto. Ao ser ingerido, a sensação é imediata e intensa: o corpo parece ganhar massa e presença, músculos se tensionam com facilidade e a respiração se torna profunda e pesada.
- Cada movimento carrega potência adicional, como se a força do usuário fosse ampliada além de seus limites naturais.
- Quando o efeito se dissipa, essa potência recua abruptamente, deixando uma sensação clara de esforço acumulado e peso residual nos membros.","
- O bônus afeta testes de ST, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de ST igual a 1 por 8 Horas.",,
ELEXIR-003,Elixir do Touro,Elixir do Touro | Excelente,Excelente,Elixir,Manipulação de Atributos,,18 Horas,"Aumenta a ST do usuário, temporariamente, em +1.",8.0,1600,0.5,"
- Um líquido denso de tonalidade âmbar profunda com reflexos acobreados que lembram couro aquecido e madeira antiga.
- Quando o frasco é movimentado, o conteúdo se desloca com peso evidente, formando ondas lentas e espessas que demoram a se dissipar. Pequenas partículas mais escuras permanecem suspensas, como sedimentos ricos em potência física
- O aroma é forte e terroso — couro, raízes esmagadas e um leve traço metálico que sugere vigor bruto. Ao ser ingerido, a sensação é imediata e intensa: o corpo parece ganhar massa e presença, músculos se tensionam com facilidade e a respiração se torna profunda e pesada.
- Cada movimento carrega potência adicional, como se a força do usuário fosse ampliada além de seus limites naturais.
- Quando o efeito se dissipa, essa potência recua abruptamente, deixando uma sensação clara de esforço acumulado e peso residual nos membros.","
- O bônus afeta testes de ST, e todos os atributos basedos nesta.- Ao término do efeito, o usuário sofre redução temporária de ST igual a 1 por 4 Horas.",,
ELEXIR-004,Elixir do Touro,Elixir do Touro | Obra-Prima,Obra-Prima,Elixir,Manipulação de Atributos,,24 Horas,"Aumenta a ST do usuário, temporariamente, em +2.",4.0,3200,0.4,"
- Um líquido denso de tonalidade âmbar profunda com reflexos acobreados que lembram couro aquecido e madeira antiga.
- Quando o frasco é movimentado, o conteúdo se desloca com peso evidente, formando ondas lentas e espessas que demoram a se dissipar. Pequenas partículas mais escuras permanecem suspensas, como sedimentos ricos em potência física
- O aroma é forte e terroso — couro, raízes esmagadas e um leve traço metálico que sugere vigor bruto. Ao ser ingerido, a sensação é imediata e intensa: o corpo parece ganhar massa e presença, músculos se tensionam com facilidade e a respiração se torna profunda e pesada.
- Cada movimento carrega potência adicional, como se a força do usuário fosse ampliada além de seus limites naturais.
- Quando o efeito se dissipa, essa potência recua abruptamente, deixando uma sensação clara de esforço acumulado e peso residual nos membros.","
- O bônus afeta testes de ST, e todos os atributos basedos nesta.",,
ELEXIR-005,Elixir da Coruja,Elixir da Coruja | Comum,Comum,Elixir,Manipulação de Atributos,,6 Horas,"Aumenta a IQ do usuário, temporariamente, em +1.",20.0,200,0.8,"
- Um líquido translúcido de tonalidade azul-violeta suave, com reflexos prateados que se reorganizam lentamente como padrões de tinta em água.
- Quando o frasco é agitado, o conteúdo forma espirais elegantes e simétricas que demoram a desaparecer, sugerindo ordem, paciência e percepção silenciosa. Sua consistência é leve, porém estável, escorrendo pelo vidro em trilhas finas e precisas.
- O aroma é discreto e contemplativo — pergaminho antigo, ervas secas e um leve traço mineral frio que lembra ar noturno.
- Ao ser ingerido, a sensação não é física, mas cognitiva: pensamentos desaceleram para se tornarem mais claros, detalhes antes ignorados emergem e conexões surgem com naturalidade. A mente parece observar antes de reagir, como se ganhasse distância e profundidade ao mesmo tempo.
- Quando o efeito termina, essa clareza se dissipa gradualmente, deixando uma leve fadiga mental.","
- O bônus afeta testes de IQ, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de IQ igual a 1 por 18 Horas.",,
